5318.42955976749,5174.9544832053,5049.60874041323,4946.4993019606,4867.67442069755,4813.10257163709,4780.75756034505,4766.79636062468,4765.8825656692,4771.77364756105,4778.28919117259,4780.6524141497,4776.96168076545,4769.31498866333,4764.0419513703,4770.70060823668,4799.92802920495,4860.70427219286,4957.86394190359,5090.62584606231,5252.53948820175,5432.74640212864,5618.04693389155,5795.09965734589,5952.18105463007,6080.20421982095,6172.9986130992,6227.07413768308,6241.17849275103,6215.91220109402,6153.53457330702,6057.93822139375,5934.65375426895,5790.71625965319,5634.28754045391,5474.04249849974
8012.86877284177,7710.98626748512,7484.95793029361,7339.24175523941,7273.18631269453,7283.26329479679,7365.00663170466,7512.49977108699,7712.85557800709,7936.87190051212,8133.02721419184,8234.25986661019,8181.11848297151,7953.20763193403,7591.80584624356,7197.95855408481,6902.69488872406,6821.52552095118,7013.99930000204,7465.86216083981,8099.24031579664,8803.07322015841,9468.77226091299,10017.1568698211,10409.6185457578,10644.3224368413,10743.1352999392,10735.9111140977,10647.408766553,10490.3676698749,10266.400425995,9973.58795883057,9616.36061908763,9211.73433988019,8788.24737315115,8378.87423182351
12350.1771820442,12296.5024287285,12278.3205583822,12275.8569952179,12281.3740353265,12288.8914100956,12308.0205919401,12393.1020980301,12638.9549119269,13110.6489920876,13743.2894869549,14302.1639160962,14469.4049048689,14027.6207394254,13022.9510101996,11789.2169679891,10806.3265581773,10476.5262207558,10947.9353821943,12072.4759492298,13498.7075546534,14831.7359233781,15775.5826460568,16202.9178990101,16146.1596933901,15742.1709830256,15169.8347398653,14599.1934732942,14149.7910539543,13858.5779362867,13675.5491105289,13504.472130363,13272.7778551086,12980.9991156667,12692.1902233279,12474.2743202198
17330.0173478267,17797.3948348854,18014.375048798,17984.8860500618,17804.4817963495,17499.1830211767,17030.3774364949,16479.3732924076,16171.58464917,16514.4376972743,17617.5372721309,19039.8612287916,19961.9701839578,19720.905700822,18304.4450727429,16410.3257052599,15028.6438133715,14869.770309136,16023.8869102176,18006.1441703996,20068.7893709807,21554.3667674433,22118.3047337998,21759.0390157144,20699.246313878,19236.8039260899,17674.5055165145,16324.0828583139,15473.6342927134,15256.2986129225,15529.7350629245,15944.1146845559,16204.1466234601,16293.3535219575,16429.3473380846,16794.6873862029
21857.6660198473,22717.7136860595,22762.7896725369,22165.7011405032,21394.2144508672,20630.6382133999,19678.3658415693,18450.4708389505,17422.4768609331,17426.2023508078,18870.6552918499,21153.2897459541,22938.5553276987,23162.037269037,21877.9243743554,20186.4197166172,19350.6382306835,19925.0225286458,21565.983911981,23465.6966477064,24887.7867510614,25444.9670993635,25121.5795268872,24150.0603486472,22798.1369974517,21196.4149414711,19407.0547711956,17697.69706752,16630.3314509749,16677.3016038228,17687.7167604573,18879.432357555,19521.5375341111,19621.0459310214,19829.2734727961,20652.5757601752
25095.8541061649,26188.9044434284,25850.2727898355,24475.0127273164,23007.5957091403,21867.7356415341,20749.3505705714,19379.6934817925,18227.5698216439,18259.3956730691,19923.0540764273,22446.2019096233,24320.4917370999,24629.9069109923,23890.1245504924,23474.9777138115,24213.8711308831,25654.1355670469,26680.4134775333,26644.9636990281,25772.9769868393,24683.3463119479,23832.543980957,23385.868487243,23242.7466068786,22986.160225764,22097.0170595275,20596.7456230144,19399.0779107039,19595.8544355479,21212.185679908,22954.2716341203,23495.0590446006,22909.8038446239,22540.2808687022,23417.507778005
27066.2759456336,28454.5488330374,28178.049879791,26707.6862095348,25036.38810461,23579.9423528878,22179.3352563533,20849.7270473861,20161.8519265208,20765.3601781549,22569.6028287421,24515.5662881966,25400.7097185915,25124.1791939145,24974.6206730121,26317.6446226432,28897.2392630874,30756.9896047373,30110.4718910057,27136.9893936766,23715.2678801155,21605.2397307913,21255.420395746,22168.4512845455,23665.3184770062,24965.2564299788,25178.0053665642,24059.7190170554,22715.0395734031,22773.8044098622,24522.1243810739,26337.8043031856,26465.6031944702,25098.3733500739,24156.06341115,25030.1059172144
28642.3218948543,30124.4706183701,30335.3879091107,29710.8532622311,28566.1509510038,26771.8060526307,24509.3533403367,22709.8806738101,22387.840521545,23660.4378153024,25533.4442132807,26624.4431218002,26276.9771814575,25292.673528308,25479.1541419655,27914.022617097,31383.0126128142,32994.4009166818,30882.9443385074,26196.5139677288,22011.0543231845,20416.9367197185,21131.912898288,22753.8905196411,24406.6394477997,25735.4984783487,26184.2372736089,25400.2963866238,24223.5808967201,24196.1967795503,25670.6677876852,27128.9929468138,26999.5118187305,25704.6687391991,25169.9877453265,26458.1961523637
30280.6237511549,30955.9312012736,31099.6789227873,31307.6315275132,30947.9931173013,29003.9062456407,25856.14274812,23372.2488895709,23070.178130229,24661.4492731231,26519.2506125695,27204.7254075541,26496.9155757993,25438.6773086648,25575.5666044439,27605.0237957048,30317.6014682912,31268.4387582774,29140.2627665393,25340.3509303187,22686.0028222315,22520.0937820027,23702.0487565964,24456.026923353,24366.6091583336,24096.2242499955,23931.7586933006,23610.6120280594,23323.834630943,23781.0540986471,25000.6677976177,25931.473022793,25871.0132047458,25634.9969414048,26535.3949570548,28532.6793341624
30788.7422095853,29698.0705202042,28612.5445362846,28623.3196696589,28701.0927251287,27236.4321533682,24429.2638960272,22251.5758905875,22177.5697942509,23733.5934781465,25380.9894048258,26125.492678896,25976.7942994471,25457.0516724973,25191.9429734229,25612.6570843001,26472.4415996755,26828.0766320061,26061.3639264229,24848.8713703447,24510.7110318055,25295.7181925494,25916.4270619943,25091.8110928031,23061.8277633946,21160.641444136,20315.6779430225,20529.3075009971,21499.2122073602,22925.0202984196,24203.7166839918,24707.2528424313,24756.7093089331,25610.4965482536,27833.174513589,30154.8128095622
28226.4330498572,25492.3950894837,22873.9475141921,21969.9642796682,22174.9530245155,22000.2433356092,21202.0625106368,20844.6902514636,21605.7463752668,22924.0571706112,23931.0897207142,24457.0315892724,24720.3156145535,24594.5712978309,23813.1722483471,22682.5887341084,21990.8235431843,22167.8040199107,22954.0489782557,23929.8694685293,24904.9928466866,25608.1538530059,25446.3518880503,24006.4115674517,21670.8315033312,19447.6776073163,18254.7011216017,18494.7150297755,20017.0918006895,22076.6061796799,23546.5444208324,23840.6113020408,23753.4320154798,24753.1112201165,27042.7013709341,28838.7375512545
22543.3831371953,19434.8372828552,16386.4193087184,15058.8604039367,15559.5079049821,17000.2496345757,18752.3157337906,20647.4616162916,22325.9161634178,23175.3931349831,23074.1216371408,22643.1329384672,22415.3463816054,22099.7763658749,21101.6097643913,19608.8705304452,18672.8374119737,19103.8727103139,20606.7158977991,22165.6043693628,23045.345550852,23209.5695763854,22932.2269152937,22310.982435049,21238.918137547,19747.0706900549,18309.9388210978,17736.2973816175,18539.7891949862,20274.2233173163,21709.1761692135,22009.1446307886,21688.5174339187,21984.5686041187,23157.0370690329,23849.2070105195
16673.3264896563,14357.5767839303,12163.6634382862,11313.7902136563,12271.7635869322,14686.2994001148,17815.0700699471,20762.3520668741,22595.6233993122,22764.9016824655,21589.1832634484,20073.0392010789,19018.3606947411,18410.1181742126,17813.3137797985,17212.6919387884,17150.3108470498,17986.7461604282,19296.1773659072,20219.3930780256,20356.50375032,20126.2841443582,20193.8083860012,20643.4831635613,20818.5702771465,20014.3194328886,18324.9731758505,16747.453449457,16336.2224095416,17197.7364635332,18394.766023106,18923.3175807386,18691.5488671943,18368.2480799625,18321.2748195489,18016.709629714
14077.6674634317,12624.6665770547,11397.2676916812,11053.6424020127,11973.9436609841,14038.4362382428,16655.3458635182,18943.6880732837,20068.2369050107,19683.6613044562,18192.4745603418,16498.2860514542,15383.9100096326,15077.1822761573,15373.9644491344,16048.5361708806,17006.5181057751,18070.5463337176,18831.3233547394,18912.3404285454,18401.5595815665,17888.0837355029,17936.0410939284,18482.3376516967,18803.644233519,18162.7852147559,16554.01532044,14819.5069615527,13981.6705623973,14396.7220943579,15522.0389241493,16476.4373538589,16778.6794251331,16533.7461732048,16013.3586895174,15241.0548541652
15249.2299218869,14052.3500942474,13014.3724820944,12440.6012780692,12524.7639017848,13221.8627465556,14219.1103760299,15040.4434141918,15267.8090837403,14781.7354224818,13859.2467399872,13027.7827812458,12761.5002202844,13243.955990943,14346.6428333544,15763.6803020603,17139.7255542362,18130.0727639411,18471.4967332925,18115.393724158,17317.9524937204,16527.793646015,16080.3698151087,15937.5353489701,15730.79003592,15113.0530676221,14125.7031978789,13243.6392408073,13036.0942957467,13727.2418933571,15028.6506726283,16360.3584766611,17232.6211656182,17462.4210477749,17114.8938225636,16331.0521067743
17403.9090347004,16219.4336110422,15004.7702776523,13926.0912836193,13096.5016206647,12540.9998692493,12192.2476043447,11931.5414815313,11663.840400858,11388.23646877,11217.0840651986,11323.3593360993,11843.730189783,12795.6907230367,14053.6777542736,15386.4883367199,16527.6081646333,17251.0807127841,17438.3620892775,17119.7406688712,16463.9071190838,15702.3032836657,15019.7118773073,14481.8300508946,14055.8923360329,13709.613575207,13504.2851258812,13596.0475940329,14133.9873391708,15132.1057423072,16416.1315949936,17685.3330921434,18640.5512847062,19090.463503571,18983.6571007046,18379.4956457214
17762.9710029988,16924.6215716101,15979.6197990381,15014.6467058701,14104.4307126102,13303.8410939497,12646.6962579751,12151.6648441932,11832.0642879561,11703.5026339578,11783.6545826878,12082.7100452345,12588.9481806988,13257.5769146734,14009.93336705,14745.2685221274,15361.869053799,15780.8399598427,15965.0066583185,15926.5980531755,15720.6715810687,15426.6628090145,15126.1068367207,14886.6208755016,14757.9371106854,14777.0997616972,14973.2249927652,15363.212009454,15938.2704933574,16650.440273812,17410.7429832285,18104.1025090309,18615.86714414,18858.4445487571,18788.0440895306,18408.2060027273
16385.8405224546,16141.4445586753,15862.493213892,15567.3055292985,15274.6895601878,15002.346118122,14765.6620417453,14576.9043652205,14444.7154563795,14373.764691387,14364.4626857385,14412.770340298,14510.2689603055,14644.7153057216,14801.2351878634,14964.1246936118,15119.0023291436,15254.8839250096,15365.7099011069,15450.9667981863,15515.2785866951,15567.1150140677,15616.9692490678,15675.4155993293,15751.3628287041,15850.6475373452,15974.9840608181,16121.280845506,16281.426441906,16442.7321930562,16589.1799021778,16703.4329981979,16769.3120751658,16774.2474175573,16711.2005185322,16579.6955912937
